Категория;Товар;Цена;Адрес;Видим;Рекомендуемый;Бренд;Вариант;"Старая цена";Артикул;Склад;"Заголовок страницы";"Ключевые слова";"Описание страницы";Аннотация;Описание;Изображения;"Вид товара";Размеры;Толщина
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра XPH-08-03";83.85;fiting-dlya-pnevmotsilindra-xph-08-03;0;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра XPH-08-02";62.35;fiting-dlya-pnevmotsilindra-xph-08-02;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра XPH-06-04";103.20;fiting-dlya-pnevmotsilindra-xph-06-04;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра XPH-06-03";69.88;fiting-dlya-pnevmotsilindra-xph-06-03;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра XPH-06-02";62.35;fiting-dlya-pnevmotsilindra-xph-06-02;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра XPB-10-04";77.40;fiting-dlya-pnevmotsilindra-xpb-10-04;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра XPB-10-03";60.20;fiting-dlya-pnevmotsilindra-xpb-10-03;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра XPB-10-02";48.38;fiting-dlya-pnevmotsilindra-xpb-10-02;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра XPB-08-04";75.25;fiting-dlya-pnevmotsilindra-xpb-08-04;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра XPB-08-03";59.13;fiting-dlya-pnevmotsilindra-xpb-08-03;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра XPB-08-02";48.38;fiting-dlya-pnevmotsilindra-xpb-08-02;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра XPB-06-04";68.80;fiting-dlya-pnevmotsilindra-xpb-06-04;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра XPB-06-03";58.05;fiting-dlya-pnevmotsilindra-xpb-06-03;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра XPB-06-02";41.93;fiting-dlya-pnevmotsilindra-xpb-06-02;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра  XPX-10-04";77.40;fiting-dlya-pnevmotsilindra-xpx-10-04;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра  XPX-10-03";60.20;fiting-dlya-pnevmotsilindra-xpx-10-03;0;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра  XPX-10-02";48.38;fiting-dlya-pnevmotsilindra-xpx-10-02;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра XPX-08-04";75.25;fiting-dlya-pnevmotsilindra-xpx-08-04;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра XPX-08-03";59.13;fiting-dlya-pnevmotsilindra-xpx-08-03;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра XPX-08-02";48.38;fiting-dlya-pnevmotsilindra-xpx-08-02;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра  XPX-06-04";68.80;fiting-dlya-pnevmotsilindra-xpx-06-04;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра  XPX-06-03";58.05;fiting-dlya-pnevmotsilindra-xpx-06-03;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра  XPX-06-02";41.93;fiting-dlya-pnevmotsilindra-xpx-06-02;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра  XPLL-10-04";88.15;fiting-dlya-pnevmotsilindra-xpll-10-04;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра  XPLL-10-03";76.33;fiting-dlya-pnevmotsilindra-xpll-10-03;0;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра XPLL-10-02";66.65;fiting-dlya-pnevmotsilindra-xpll-10-02;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра XPLL-08-04";84.93;fiting-dlya-pnevmotsilindra-xpll-08-04;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра XPLL-08-03";73.10;fiting-dlya-pnevmotsilindra-xpll-08-03;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра XPLL-08-02";63.43;fiting-dlya-pnevmotsilindra-xpll-08-02;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра XPLL-06-04";84.93;fiting-dlya-pnevmotsilindra-xpll-06-04;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра XPLL-06-03";73.10;fiting-dlya-pnevmotsilindra-xpll-06-03;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра XPLL-06-02";63.43;fiting-dlya-pnevmotsilindra-xpll-06-02;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра XPL-10-04";56.98;fiting-dlya-pnevmotsilindra-xpl-10-04;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра XPL-10-03";34.40;fiting-dlya-pnevmotsilindra-xpl-10-03;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра XPL-10-02";34.40;fiting-dlya-pnevmotsilindra-xpl-10-02;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра XPL-08-04";58.05;fiting-dlya-pnevmotsilindra-xpl-08-04;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра XPL-08-03";33.33;fiting-dlya-pnevmotsilindra-xpl-08-03;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра XPL-08-02";29.00;fiting-dlya-pnevmotsilindra-xpl-08-02;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра XPL-06-04";56.98;fiting-dlya-pnevmotsilindra-xpl-06-04;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра XPL-06-03";33.33;fiting-dlya-pnevmotsilindra-xpl-06-03;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра XPL-06-02";29.00;fiting-dlya-pnevmotsilindra-xpl-06-02;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра XPC 10-04";47.30;fiting-dlya-pnevmotsilindra-xpc-10-04;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра XPC 10-03";31.18;fiting-dlya-pnevmotsilindra-xpc-10-03;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра XPC 10-02";31.18;fiting-dlya-pnevmotsilindra-xpc-10-02;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра XPC 08-04";47.30;fiting-dlya-pnevmotsilindra-xpc-08-04;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра XPC 08-03";29.00;fiting-dlya-pnevmotsilindra-xpc-08-03;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра XPC 08-02";19.35;fiting-dlya-pnevmotsilindra-xpc-08-02;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра XPC 06-04";47.30;fiting-dlya-pnevmotsilindra-xpc-06-04;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра XPC 06-03";29.00;fiting-dlya-pnevmotsilindra-xpc-06-03;1;0;;;;;;;;;;;;фитинг;;
"Пневматика/Комплектующие/Фитинги, глушители и трубки";"Фитинг для пневмоцилиндра  XPC 06-02";18.28;fiting-dlya-pnevmotsilindra-xpc-06-02;1;0;;;;;;;;;;;;фитинг;;
"Конструкционный пластик/Полипропилен (PP)";"Фен для пайки пластмассы JOINTER JIT-310 1600W/20-700?С";6500.00;fen-dlya-pajki-plastmassy-jointer-jit-310-1600w20-700s;1;0;;;;;;"Фен для пайки пластмассы JOINTER JIT-310 1600W/20-700?С";"Фен для пайки пластмассы, JOINTER, фен, пластика, пайка";;;;;;;
"Конструкционный пластик/Винипласт (PVC)";"PVC Винипласт пруток сварной коричневый Цена указана за бухту 5 кг";600.00;pvc-viniplast-prutok-svarnoj-korichnevyj-tsena-ukazana-za-buhtu-5-kg;1;0;;;;;;"PVC Винипласт пруток сварной коричневый Цена указана за бухту 5 кг";"PVC Винипласт пруток сварной коричневый Цена указана за бухту 5 кг";;;;;;;
"Конструкционный пластик/Полиэтилентерафталат (PET)";"Полиэтилентерафталат (ПЭТ) пруток д.40х1000";464.40;polietilenteraftalat-pet-prutok-d40h1000;1;0;;;;;;"Полиэтилентерафталат (ПЭТ) пруток д.40х1000";"Полиэтилентерафталат (ПЭТ) пруток д.40х1000";;;;;пруток;;
"Конструкционный пластик/Полиэтилентерафталат (PET)";"Полиэтилентерафталат (ПЭТ) пруток д.50х1000";729.34;polietilenteraftalat-pet-prutok-d50h1000;1;0;;;;;;"Полиэтилентерафталат (ПЭТ) пруток д.50х1000";"Полиэтилентерафталат (ПЭТ) пруток д.50х1000";;;;;пруток;;
"Конструкционный пластик/Полиэтилентерафталат (PET)";"Полиэтилентерафталат (ПЭТ) пруток д.60х1000";1036.84;polietilenteraftalat-pet-prutok-d60h1000;1;0;;;;;;"Полиэтилентерафталат (ПЭТ) пруток д.60х1000";"Полиэтилентерафталат (ПЭТ) пруток д.60х1000";;;;;пруток;;
"Конструкционный пластик/Полиэтилентерафталат (PET)";"Полиэтилентерафталат (ПЭТ) пруток д.70х1000";1398.27;polietilenteraftalat-pet-prutok-d70h1000;1;0;;;;;;"Полиэтилентерафталат (ПЭТ) пруток д.70х1000";"Полиэтилентерафталат (ПЭТ) пруток д.70х1000";;;;;пруток;;
"Конструкционный пластик/Полиэтилентерафталат (PET)";"Полиэтилентерафталат (ПЭТ) пруток д.80х1000";1813.50;polietilenteraftalat-pet-prutok-d80h1000;1;0;;;;;;"Полиэтилентерафталат (ПЭТ) пруток д.80х1000";"Полиэтилентерафталат (ПЭТ) пруток д.80х1000";;;;;пруток;;
"Конструкционный пластик/Полиэтилентерафталат (PET)";"Полиэтилентерафталат (ПЭТ) пруток д.90х1000";2282.40;polietilenteraftalat-pet-prutok-d90h1000;1;0;;;;;;"Полиэтилентерафталат (ПЭТ) пруток д.90х1000";"Полиэтилентерафталат (ПЭТ) пруток д.90х1000";;;;;пруток;;
"Конструкционный пластик/Полиэтилентерафталат (PET)";"Полиэтилентерафталат (ПЭТ) пруток д.100х1000";2806.20;polietilenteraftalat-pet-prutok-d100h1000;1;0;;;;;;"Полиэтилентерафталат (ПЭТ) пруток д.100х1000";"Полиэтилентерафталат (ПЭТ) пруток д.100х1000";;;;;пруток;;
"Конструкционный пластик/Винипласт (PVC)";"ПВХ пруток д.20х1000";0.00;pvh-prutok-d20h1000-536;1;0;;;;;0;"ПВХ пруток д.20х1000";"ПВХ пруток д.20х1000";;;;;пруток;;
"Конструкционный пластик/Винипласт (PVC)";"ПВХ пруток д.30х1000";0.00;pvh-prutok-d20h1000-537;1;0;;;;;0;"ПВХ пруток д.30х1000";"ПВХ пруток д.30х1000";;;;;пруток;;
"Конструкционный пластик/Винипласт (PVC)";"ПВХ пруток д.40х1000";0.00;pvh-prutok-d20h1000-538;1;0;;;;;0;"ПВХ пруток д.40х1000";"ПВХ пруток д.40х1000";;;;;пруток;;
"Конструкционный пластик/Винипласт (PVC)";"ПВХ пруток д.50х1000";0.00;pvh-prutok-d20h1000-539;1;0;;;;;0;"ПВХ пруток д.50х1000";"ПВХ пруток д.50х1000";;;;;пруток;;
"Конструкционный пластик/Винипласт (PVC)";"ПВХ пруток д.60х1000";0.00;pvh-prutok-d20h1000-540;1;0;;;;;0;"ПВХ пруток д.60х1000";"ПВХ пруток д.60х1000";;;;;пруток;;
"Конструкционный пластик/Винипласт (PVC)";"ПВХ пруток д.70х1000";0.00;pvh-prutok-d20h1000-541;1;0;;;;;0;"ПВХ пруток д.70х1000";"ПВХ пруток д.70х1000";;;;;пруток;;
"Конструкционный пластик/Винипласт (PVC)";"ПВХ пруток д.80х1000";0.00;pvh-prutok-d20h1000-542;1;0;;;;;0;"ПВХ пруток д.80х1000";"ПВХ пруток д.80х1000";;;;;пруток;;
"Конструкционный пластик/Винипласт (PVC)";"ПВХ пруток д.90х1000";0.00;pvh-prutok-d20h1000-543;1;0;;;;;0;"ПВХ пруток д.90х1000";"ПВХ пруток д.90х1000";;;;;пруток;;
"Конструкционный пластик/Винипласт (PVC)";"ПВХ пруток д.100х1000";0.00;pvh-prutok-d100h1000;1;0;;;;;0;"ПВХ пруток д.100х1000";"ПВХ пруток д.100х1000";;;;;пруток;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ Полиэтилен  пруток д.20х1000";36.80;re-polietilen-prutok-d20h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ Полиэтилен  пруток черный д.20х1000";36.80;re-polietilen-prutok-chernyj-d20h1000;1;0;;;;;;"РЕ Полиэтилен  пруток черный д.20х1000";"РЕ Полиэтилен  пруток черный д.20х1000";;;;;пруток;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD 300";"РЕ 300 Полиэтилен лист 8х1000х2000";1659.17;re-300-polietilen-list-8h1000h2000;1;0;;;;;;;;;;;;лист;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD 300";"РЕ 300 Полиэтилен лист 8х1000х2000 черн.";1659.17;re-300-polietilen-list-8h1000h2000-chern;1;0;;;;;;"РЕ 300 Полиэтилен лист 8х1000х2000 черн.";"РЕ 300 Полиэтилен лист 8х1000х2000 черн.";;;;;лист;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD 300";"РЕ 300 Полиэтилен лист 8х1000х3000";2488.75;re-300-polietilen-list-8h1000h3000;1;0;;;;;;;;;;;;лист;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD 300";"РЕ 300 Полиэтилен лист 8х1000х3000 черн.";2488.75;re-300-polietilen-list-8h1000h3000-chern;1;0;;;;;;"РЕ 300 Полиэтилен лист 8х1000х3000 черн.";"РЕ 300 Полиэтилен лист 8х1000х3000 черн.";;;;;лист;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD 300";"РЕ 300 Полиэтилен лист 10х1000х2000";2073.96;re-300-polietilen-list-10h1000h2000;1;0;;;;;;;;;;;;лист;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD 300";"РЕ 300 Полиэтилен лист 10х1000х2000 черн.";2073.96;re-300-polietilen-list-10h1000h2000-chern;1;0;;;;;;"РЕ 300 Полиэтилен лист 10х1000х2000 черн.";"РЕ 300 Полиэтилен лист 10х1000х2000 черн.";;;;;лист;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD 300";"РЕ 300 Полиэтилен лист 10х1000х3000";3110.94;re-300-polietilen-list-10h1000h3000;1;0;;;;;;;;;;;;лист;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD 300";"РЕ 300 Полиэтилен лист 10х1000х3000 черн.";3110.94;re-300-polietilen-list-10h1000h3000-chern;1;0;;;;;;"РЕ 300 Полиэтилен лист 10х1000х3000 черн.";"РЕ 300 Полиэтилен лист 10х1000х3000 черн.";;;;;лист;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD 300";"РЕ 300 Полиэтилен лист 12х1000х2000";2416.82;re-300-polietilen-list-12h1000h2000;1;0;;;;;;;;;;;;лист;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD 300";"РЕ 300 Полиэтилен лист 12х1000х2000 черн.";2416.82;re-300-polietilen-list-12h1000h2000-chern;1;0;;;;;;"РЕ 300 Полиэтилен лист 12х1000х2000 черн.";"РЕ 300 Полиэтилен лист 12х1000х2000 черн.";;;;;лист;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD 300";"РЕ 300 Полиэтилен лист 12х1000х3000";3625.24;re-300-polietilen-list-12h1000h3000;1;0;;;;;;;;;;;;лист;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD 300";"РЕ 300 Полиэтилен лист 12х1000х3000 черн.";3625.24;re-300-polietilen-list-12h1000h3000-chern;1;0;;;;;;"РЕ 300 Полиэтилен лист 12х1000х3000 черн.";"РЕ 300 Полиэтилен лист 12х1000х3000 черн.";;;;;лист;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD 300";"РЕ 300 Полиэтилен лист 15х1000х2000";3021.03;re-300-polietilen-list-15h1000h2000;1;0;;;;;;;;;;;;лист;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD 300";"РЕ 300 Полиэтилен лист 15х1000х2000 черн.";3021.03;re-300-polietilen-list-15h1000h2000-chern;1;0;;;;;;"РЕ 300 Полиэтилен лист 15х1000х2000 черн.";"РЕ 300 Полиэтилен лист 15х1000х2000 черн.";;;;;лист;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD 300";"РЕ 300 Полиэтилен лист 15х1000х3000";4531.55;re-300-polietilen-list-15h1000h3000;1;0;;;;;;;;;;;;лист;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD 300";"РЕ 300 Полиэтилен лист 15х1000х3000 черн.";4531.55;re-300-polietilen-list-15h1000h3000-chern;1;0;;;;;;"РЕ 300 Полиэтилен лист 15х1000х3000 черн.";"РЕ 300 Полиэтилен лист 15х1000х3000 черн.";;;;;лист;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD 300";"РЕ 300 Полиэтилен лист 20х1000х2000";3948.12;re-300-polietilen-list-20h1000h2000;1;0;;;;;;;;;;;;лист;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD 300";"РЕ 300 Полиэтилен лист 20х1000х2000 черн.";3948.12;re-300-polietilen-list-20h1000h2000-chern;1;0;;;;;;"РЕ 300 Полиэтилен лист 20х1000х2000 черн.";"РЕ 300 Полиэтилен лист 20х1000х2000 черн.";;;;;лист;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD 300";"РЕ 300 Полиэтилен лист 20х1000х3000";5922.18;re-300-polietilen-list-20h1000h3000;1;0;;;;;;;;;;;;лист;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD 300";"РЕ 300 Полиэтилен лист 20х1000х3000 черн.";5922.18;re-300-polietilen-list-20h1000h3000-chern;1;0;;;;;;"РЕ 300 Полиэтилен лист 20х1000х3000 черн.";"РЕ 300 Полиэтилен лист 20х1000х3000 черн.";;;;;лист;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD 300";"РЕ 300 Полиэтилен лист 25х1000х3000";7402.73;re-300-polietilen-list-25h1000h3000;1;0;;;;;;;;;;;;лист;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD 300";"РЕ 300 Полиэтилен лист 25х1000х3000 черн.";7402.73;re-300-polietilen-list-25h1000h3000-chern;1;0;;;;;;"РЕ 300 Полиэтилен лист 25х1000х3000 черн.";"РЕ 300 Полиэтилен лист 25х1000х3000 черн.";;;;;лист;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD 300";"РЕ 300 Полиэтилен лист 30х1000х3000";8883.00;re-300-polietilen-list-30h1000h3000;1;0;;;;;;;;;;;;лист;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD 300";"РЕ 300 Полиэтилен лист 30х1000х3000 черн.";8883.00;re-300-polietilen-list-30h1000h3000-chern;1;0;;;;;;"РЕ 300 Полиэтилен лист 30х1000х3000 черн.";"РЕ 300 Полиэтилен лист 30х1000х3000 черн.";;;;;лист;;
"Для ЧПУ станков/Частотные преобразователи (инверторы)";"Частотный преобразователь DLF1-01D5T4G (1.5kW 380V)";5320.00;chastotnyj-preobrazovatel-dlb1-01d5t4g-1206;0;0;;;;;;"Частотный преобразователь DLF1-01D5T4G (1.5kW 380V)";"Частотный преобразователь DLF1-01D5T4G (1.5kW 380V)";;;;;частотный преобразователь;;
"Для ЧПУ станков/Частотные преобразователи (инверторы)";"Частотный преобразователь DLF1-02D2T4G (2.2kW 380V)";6520.00;chastotnyj-preobrazovatel-dlb1-02d2t4g-1207;0;0;;;;;;"Частотный преобразователь DLF1-02D2T4G (2.2kW 380V)";"Частотный преобразователь DLF1-02D2T4G (2.2kW 380V)";;;;;частотный преобразователь;;
"Для ЧПУ станков/Частотные преобразователи (инверторы)";"Частотный преобразователь DLF1-03D7T4G (3.7kW 380V)";7370.00;chastotnyj-preobrazovatel-dlb1-03d7t4g-1208;1;0;;;;;;"Частотный преобразователь DLF1-03D7T4G (3.7kW 380V)";"Частотный преобразователь DLF1-03D7T4G (3.7kW 380V)";;;;;частотный преобразователь;;
"Для ЧПУ станков/Частотные преобразователи (инверторы)";"Частотный преобразователь DLF1-05D5T4G (5.5kW 380V)";11570.00;chastotnyj-preobrazovatel-dlb1-05d5t4g-1209;1;0;;;;;;"Частотный преобразователь DLF1-05D5T4G (5.5kW 380V)";"Частотный преобразователь DLF1-05D5T4G (5.5kW 380V)";;;;;частотный преобразователь;;
"Для ЧПУ станков/Частотные преобразователи (инверторы)";"Частотный преобразователь DLF1-07D5T4G (7.5kW 380V)";13050.00;chastotnyj-preobrazovatel-dlf1-07d5t4g-75kw-380v-1210;1;0;;;;;;"Частотный преобразователь DLF1-07D5T4G (7.5kW 380V)";"Частотный преобразователь DLF1-07D5T4G (7.5kW 380V)";;;;;частотный преобразователь;;
"Для ЧПУ станков/Частотные преобразователи (инверторы)";"Частотный преобразователь DLF1-0011T4G (11kW 380V)";18120.00;chastotnyj-preobrazovatel-dlf1-0011t4g-11kw-380v-1211;1;0;;;;;;"Частотный преобразователь DLF1-0011T4G (11kW 380V)";"Частотный преобразователь DLF1-0011T4G (11kW 380V)";;;;;частотный преобразователь;;
"Для ЧПУ станков/Частотные преобразователи (инверторы)";"Частотный преобразователь DLF1-0022T4G (22kW 380V)";29100.00;chastotnyj-preobrazovatel-dlb1-0022t4g-1212;1;0;;;;;;"Частотный преобразователь DLF1-0022T4G (22kW 380V)";"Частотный преобразователь DLF1-0022T4G (22kW 380V)";;;;;частотный преобразователь;;
"Для ЧПУ станков/Частотные преобразователи (инверторы)";"Частотный преобразователь DLF1-0030T4G (30kW 380V)";42350.00;chastotnyj-preobrazovatel-dlf1-0030t4g-30kw-380v-1213;1;0;;;;;;"Частотный преобразователь DLF1-0030T4G (30kW 380V)";"Частотный преобразователь DLF1-0030T4G (30kW 380V)";;;;;частотный преобразователь;;
"Для ЧПУ станков/Частотные преобразователи (инверторы)";"Частотный преобразователь DLF1-0075T4G (75kW 380V)";78867.00;chastotnyj-preobrazovatel-dlb1-0075t4g-1214;0;0;;;;;;"Частотный преобразователь DLF1-0075T4G (75kW 380V)";"Частотный преобразователь DLF1-0075T4G (75kW 380V)";;;;;частотный преобразователь;;
"Для ЧПУ станков/Серводвигатели";"Серводвигатель + Сервопривод 0,4 кВт (60DNMA1-0D40DKA\ EPS-B1-0D40AA) ";13608.00;servodvigatel--servoprivod-04-kvt-;0;0;;;;;;"Серводвигатель + Сервопривод 0,4 кВт (60DNMA1-0D40DKA\ EPS-B1-0D40AA) ";"Серводвигатель + Сервопривод 0,4 кВт (60DNMA1-0D40DKA\ EPS-B1-0D40AA) ";;;;;серводвигатель;;
"Для ЧПУ станков/Серводвигатели";"Серводвигатель + Сервопривод 0,75 кВт (80DNMA1-0D75DKA\ EPS-B1-0D75AA)";16296.00;servodvigatel--servoprivod-075-kvt-80dnma1-0d75dka-eps-b1-0d75aa;1;0;;;;;;"Серводвигатель + Сервопривод 0,75 кВт (80DNMA1-0D75DKA\ EPS-B1-0D75AA)";"Серводвигатель + Сервопривод 0,75 кВт (80DNMA1-0D75DKA\ EPS-B1-0D75AA)";;;;;серводвигатель;;
"Для ЧПУ станков/Серводвигатели";"Серводвигатель + Сервопривод 1 кВт (130DNMA1-0001CKA\ EPS-B1-0001AA)";17920.00;servodvigatel--servoprivod-1-kvt-130dnma1-0001cka-eps-b1-0001aa;1;0;;;;;;"Серводвигатель + Сервопривод 1 кВт (130DNMA1-0001CKA\ EPS-B1-0001AA)";"Серводвигатель + Сервопривод 1 кВт (130DNMA1-0001CKA\ EPS-B1-0001AA)";;;;;серводвигатель;;
"Для ЧПУ станков/Серводвигатели";"Серводвигатель + Сервопривод 1,5 кВт (130DNMA1-01D5CKA\ EPS-B1-01D5AA)";21700.00;servodvigatel--servoprivod-15-kvt-130dnma1-01d5cka-eps-b1-01d5aa-;1;0;;;;;;"Серводвигатель + Сервопривод 1,5 кВт (130DNMA1-01D5CKA\ EPS-B1-01D5AA)";"Серводвигатель + Сервопривод 1,5 кВт (130DNMA1-01D5CKA\ EPS-B1-01D5AA)";;;;;серводвигатель;;
